Source,CAS Catalog Number,FieldNumber,Additional Identifier,Duplicate,Family,CommonName,Genus,Species,Name,affiliation,County,City,Locality,Inial Lat (starts 2018),Initial Long (starts 2018),Latitude,Longitude,Lat/Long Estimated,corrected by,date fixed,georeferencing notes,georeferenced longitude,georeferenced latitude,uncertainty raduis (m),fixed Latitude,fixed Longitude,How fixed lat/long determined,georeferenced by,lat/long protocol,How Lat/Long Det,georeference verification,Confidence Code,GE#,SignsHumanInteraction,BoatCollision,Shot,FisheryInteraction,OtherHumanInter,HowDetermined,OtherCauses,CauseOfDeathOtherRemarks,DateOfInitialObs,First Observed,InitialStatus,Era,ExaminationDate,month,day,year,NoExam,ExamCondition,Sex,AgeClass,condition,CarcassType,StraightLength,SL_units,SL_estimated,Tag at Stranding,Tag_1_ID,Tag_1_Color,Tag_1_Type,Tag_1_Placement,Tag_2_ID,Tag_2_Color,Tag_2_Type,Tag_2_Placement,Disposal_Towed,Disposal_Sunk,SpecimenDisp_ScientificCollection,Necropsy Code,Necropsied,Necropsy Type,Carcass Type,NecropsiedDate,NecropsiedBy,Additional Remarks,Gear Collected,Gear Disposition
Regional,,CAS-UNK-21Aug96-KC,9608067,,Unidentified,UNIDENTIFIED PINNIPED,,,"K. CEBRA, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,DILLON BEACH,DILLON BEACH,,,,,,kkhigh,3/27/2021 4:42,ngis based off of description,-122.968264,38.249646,2452,,,,,,,,,,UNKNOWN,,,,,,,,,8/21/1996,,3,8/21/1996,8,,1996,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,TRUE,,,,,,,,,
CAS,,CAS-UNK-21AUG96-RB,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,DILLON BEACH,,,,,,FALSE,kkhigh,,ngis based off of description,-122.968264,38.249646,2452,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Aug-96,,Unknown,3,,8,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-21AUG97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,Half Moon Bay,EL GRANADA BEACH,,,,,FALSE,kkhigh,3/4/2021 0:35,ngis based off of description,-122.469333,37.499964,271,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Aug-97,,Freshly Dead,3,,8,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-21AUG98-RB,,CAS,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE BETWEEN KEHOE & ABBOTT'S LAGOON BEACHES.,,,,,FALSE,kkhigh,3/21/2021 4:45,ngis based off of description,-122.953291,38.137154,1448,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Aug-98,,Advanced Decomposition,3,,8,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-UNK-21Aug98-RB-A,9808137,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,,"BETWEEN KEHOE & ABBOTTS LAGOON BEACHES, POINT REYES NATIONAL SEASHORE",,,,,,kkhigh,3/27/2021 5:38,ngis based off of description,-122.95292,38.137878,2001,,,,,,,,,,UNKNOWN,,,,,,,,,8/21/1998,,3,8/21/1998,8,,1998,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,,,,,,,,POSSIBLE CALIFORNIA SEA LION 48-54 INCHES LONG; BLEACHED CRANIUM; NO UPPER OR LOWER JAWS,,
Regional,,CAS-UNK-21Aug98-RB-B,9808138,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,,"KEHOE & ABBOTTS LAGOON BEACHES, POINT REYES NATIONAL SEASHORE",,,,,,kkhigh,3/27/2021 5:38,ngis based off of description,-122.95292,38.137878,2001,,,,,,,,,,UNKNOWN,,,,,,,,,8/21/1998,,3,8/21/1998,8,,1998,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,,,,,,,,APPROXIMATELY 48 INCHES LONG,,
CAS,,CAS-UNK-21JAN98-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,Bolinas,BRIGHTON BEACH ABOUT 100-200 YDS W. OF END OF ROAD,,,,,FALSE,kkhigh,3/21/2021 23:44,ngis based off of description,-122.688258,37.90374,76,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Jan-98,,Freshly Dead,3,,1,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-21JUL18-SLP,,N,Otariidae,UNIDENTIFIED OTARIID,,,SUE PEMBERTON,,Marin,Sausalito,Floating near Fort Baker,,,37.8332,-122.4774,TRUE,kkhigh,3/21/2021 0:13,,-122.4774,37.8332,55,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,21-Jul-18,Floating,Freshly Dead,3,,7,,2018,TRUE,,Unknown,Unknown,,Whole Carcass,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,unable to examine,FALSE,
CAS,,CAS-UNK-21JUN96-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Francisco,San Francisco,GGNRA; OCEAN BEACH NEAR FOOT OF BALBOA ST.,,,,,FALSE,kkhigh,3/22/2021 5:52,ngis based off of description,-122.51271,37.774905,210,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Jun-96,,Freshly Dead,3,,6,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-21JUN97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Alameda,Alameda,BALLENA SQUARE (BAY),,,,,FALSE,kkhigh,3/25/2021 22:15,ngis based off of description,-122.286247,37.765451,405,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Jun-97,,Unknown,3,,6,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-UNK-21Oct95-JB,9510063,,Unidentified,UNIDENTIFIED PINNIPED,,,"J. BEELER, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,SONOMA,,SCHOOLHOUSE BEACH,,,,,,kkhigh,3/27/2021 4:32,ngis based off of description,-123.078494,38.376202,222,,,,,,,,,,UNKNOWN,,,,,,,,,10/21/1995,,3,10/21/1995,10,,1995,,FRESH DEAD,U,UNKNOWN,,,,,,N,,,,,,,,,,,,,,,,,,,,
CAS,,CAS-UNK-21OCT95-JFB,,,Unidentified,UNIDENTIFIED PINNIPED,,,J.F. BEELER,,Sonoma,,SCHODHOUSE BEACH; 5 MI. S. OF GOAT ROCK,,,,,FALSE,kkhigh,3/16/2021 22:32,ngis based off of description,-123.078494,38.376202,222,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Oct-95,,Freshly Dead,3,,10,,1995,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-21SEP97-RB-A,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE KEHOE BEACH N. END,,,,,FALSE,kkhigh,3/21/2021 5:07,ngis based off of description,-122.949997,38.161875,1843,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Sep-97,,Advanced Decomposition,3,,9,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-21SEP97-RB-B,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE KEHOE BEACH ABOUT 1/4 MI. S. OF TRAIL HEAD.,,,,,FALSE,kkhigh,3/21/2021 6:26,ngis based off of description,-122.950333,38.151438,224,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Sep-97,,Advanced Decomposition,3,,9,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-21SEP97-RB-C,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,Daly City,MUSSEL ROCK; ABOUT 0.5 MILE N,,,,,FALSE,kkhigh,2/28/2021 0:06,ngis based off of description,-122.495626,37.674645,425,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,21-Sep-97,,Unknown,3,,9,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-22FEB96-RB-A,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,Sausalito,FLOATING BY FERRY LANDING,,,,,FALSE,kkhigh,3/22/2021 4:06,ngis based off of description,-122.478196,37.856087,101,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,22-Feb-96,,Unknown,3,,2,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-22FEB96-RB-B,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,Sausalito,660 BRIDGEWAY,,,,,FALSE,kkhigh,3/22/2021 4:16,ngis based off of description,-122.478673,37.8552,27,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,22-Feb-96,,Unknown,3,,2,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-22JUL97-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE McCLURES BEACH,,,,,FALSE,kkhigh,3/21/2021 3:20,ngis based off of description,-122.964999,38.187637,516,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,22-Jul-97,,Freshly Dead,3,,7,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-22JUN97-RB-A,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Alameda,Alameda,"HARBOR BAY ISLE. BAY FARM ISLAND. NOTE ""HARBOR BAY ISLE IS THE NAME OF A DEVELOPMENT ON BAY FARM ISLAND""",,,,,FALSE,kkhigh,3/25/2021 21:14,ngis based off of description,-122.239197,37.715664,4009,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,22-Jun-97,,Unknown,3,,6,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-22JUN97-RB-B,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,Daly City,THORNTON BEACH,,,,,FALSE,kkhigh,2/12/2021 19:39,gnis based off of description,-122.49968,37.698193,1520,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,22-Jun-97,,Advanced Decomposition,3,,6,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-22SEP13-SLP,,N,Unidentified,UNIDENTIFIED PINNIPED,,,SUE PEMBERTON,,San Mateo,Pescadero,"Pistachio beach, north of Pigeon Point lighthouse",,,37.192727,-122.398463,FALSE,kkhigh,2/16/2021 0:23,,-122.398463,37.192727,23,,,,,,,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,22-Sep-13,,Advanced Decomposition,3,,9,,2013,FALSE,,,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Unk-22SEP18-SLP,,N,Otariidae,UNIDENTIFIED FUR SEAL,,,SUE PEMBERTON,,Sonoma,Bodega,South Salmon Creek,,,38.322602,-122.074144,FALSE,kkhigh,3/14/2021 4:39,,-123.074144,38.322602,36,,,,,,GPS,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,22-Sep-18,Beach or Land,Mummified / Skeleton,3,9/22/2018,9,,2018,FALSE,Mummified / Skeleton,Unknown,Subadult,,Partial Carcass,125,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data. Measured 110 cm with out head estimation,FALSE,
CAS,,CAS-UNK-22SEP96-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Sonoma,,DORAN BEACH,,,,,FALSE,kkhigh,3/14/2021 7:00,ngis based off of description,-123.039453,38.313562,1803,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,22-Sep-96,,Freshly Dead,3,,9,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-22SEP99-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,GGNRA: PT. BONITA LIGHTHOUSE TIDE POOLS,,,,,FALSE,kkhigh,3/22/2021 4:17,ngis based off of description,-122.529162,37.81993,200,,,,,,,,,,No,FALSE,FALSE,FALSE,,,FALSE,UNKNOWN,22-Sep-99,,Freshly Dead,3,,9,,1999,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,REPORTED BY BEACHWATCH ONE MONTH EARLIER; SKULL VANDALIZED FOR CANINES; ONE CANINE BROKEN IN HALF; 3 CANINES PRYED OUT BREAKING 1 MANDIBLE & 1 ZYGOMATIC; COMPLETELY BREAKING OFF AND REMOVING ONE MAXILLA,FALSE,
CAS,,CAS-UNK-23AUG16-SLP,,N,Otariidae,UNIDENTIFIED OTARIID,,,SUE PEMBERTON,,San Mateo,San Gregorio,South of San Gregorio Parking lot,,,37.31971,-122.403861,TRUE,kkhigh,2/15/2021 22:22,,-122.403861,37.31971,27,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,23-Aug-16,Beach or Land,Advanced Decomposition,3,8/23/2016,8,,2016,FALSE,Advanced Decomposition,Unknown,Pup / Calf,,Partial Carcass,1,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,"headless, flipperless.  Most likely a Northern Fur seal but unable to confirm.+",FALSE,
CAS,,CAS-UNK-23AUG97-RB,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE S. OF KEHOE BEACH,,,,,FALSE,kkhigh,3/21/2021 6:27,ngis based off of description,-122.953165,38.137296,2172,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,23-Aug-97,,Unknown,3,,8,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-UNK-23Aug97-RB-A,9708117,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,,"KEHOE BEACH, SOUTH OF, POINT REYES NATIONAL SEASHORE",,,,,,kkhigh,3/27/2021 1:12,ngis based off of description,-122.949916,38.155259,3708,,,,,,,,,,UNKNOWN,,,,,,,,,8/23/1997,,3,8/23/1997,8,,1997,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,WASHED OUT TO SEA,,,,,,,,,
Regional,,CAS-UNK-23Aug97-RB-B,9708118,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,,"KEHOE BEACH, SOUTH OF, POINT REYES NATIONAL SEASHORE",,,,,,kkhigh,3/27/2021 1:12,ngis based off of description,-122.949916,38.155259,3708,,,,,,,,,,UNKNOWN,,,,,,,,,8/23/1997,,3,8/23/1997,8,,1997,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,,,,,,,,1 OF 2 PINNIPEDS FOUND AT THIS SITE ON THIS DATE,,
Regional,,CAS-UNK-23Feb95-DL,9502056,,Unidentified,UNIDENTIFIED PINNIPED,,,"D. LONG, UNIVERSITY OF CALIFORNIA, MUSEUM OF VERTEBRATE ZOOLOGY, BERKELEY",,SAN MATEO,,GAZOS CREEK,,,,,,kkhigh,3/26/2021 22:24,ngis based off of description,-122.363261,37.166269,2193,,,,,,,,,,UNKNOWN,,,,,,,,,2/23/1995,,3,2/24/1995,2,,1995,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,TRUE,,,,,,,1 OF 3 ANIMALS FOUND AT THIS SITE ON THIS DATE,,
CAS,,CAS-Unk-23JAN17-SLP,,N,Otariidae,UNIDENTIFIED FUR SEAL,,,SUE PEMBERTON,,San Mateo,Pescadero,"Ano Nuevo State Reserve, Cove Beach",,,37.117966,-123.315082,TRUE,kkhigh,2/11/2021 2:20,original lat/long puts it out in the middle of the ocean,-122.308995,37.117031,1127,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,23-Jan-17,Beach or Land,Advanced Decomposition,3,,1,,2017,TRUE,,Unknown,Pup / Calf,,Partial Carcass,80,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-23JUN97-RB,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Francisco,San Francisco,TREASURE ISLAND,,,,,FALSE,kkhigh,3/24/2021 3:58,ngis based off of description,-122.376219,37.822332,1467,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,23-Jun-97,,Unknown,3,,6,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-UNK-23Mar95-CK,9503101,,Unidentified,UNIDENTIFIED CETACEAN,,,"K. CEBRA, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,SAN MATEO,,"PESCADERO STATE BEACH, SOUTH END",,,371534,1222447,,kkhigh,3/27/2021 1:38,ngis based off of description,-122.417814,37.249565,1070,,,,,,,,,,UNKNOWN,,,,,,,,,3/23/1995,,3,3/25/1995,3,,1995,,ADVANCED DECOMPOSITION,U,UNKNOWN,,,420,IN,,N,,,,,,,,,,,TRUE,,,,,,,,,
CAS,,CAS-UNK-23MAR95-KC,,,Unidentified,UNIDENTIFIED PINNIPED,,,K. CEBRA,,San Mateo,CLOSEST CITY IS PESCADERO,AT SOUTH PARKING LOT OF PESCADERO BEACH STATE PARK,,,37 15'34'' N,122 24'47'' W,FALSE,kkhigh,3/4/2021 1:06,ngis based off of description,-122.413092,37.265517,263,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,23-Mar-95,,Unknown,3,3/25/1995,3,,1995,FALSE,,Unknown,,,No,420,in,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-23MAY98-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,Montara,MONTARA STATE BEACH,,,,,FALSE,kkhigh,3/7/2021 2:16,ngis based off of description,-122.514077,37.550252,1042,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,23-May-98,,Unknown,3,,5,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-UNK-23Nov96-JB,9611053,,Unidentified,UNIDENTIFIED PINNIPED,,,"J. BEELER, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,SONOMA,BODEGA BAY,HORSESHOE COVE,,,,,,kkhigh,3/27/2021 4:50,ngis based off of description,-123.366107,38.612192,1078,,,,,,,,,,UNKNOWN,,,,,,,,,11/23/1996,,3,11/23/1996,11,,1996,,MODERATE DECOMPOSITION,U,UNKNOWN,,,,,,N,,,,,,,,,,,,,,,,,,A GASH/SLASH ACROSS UPPER LIP & WHISKER LINE OF RIGHT SIDE OF HEAD; OCCIPITAL AREA APPEARED TO BE CRACKED; SKULL LOOSE FROM SPINAL COLUMN; 4 SLICES OF FUR & THIN LAYER OF EPIDERMAL TISSUE JUST ABOUT & BEHIND RIGHT EAR SHAVED OFF,,
CAS,,CAS-UNK-23NOV96-JFB,,,Unidentified,UNIDENTIFIED PINNIPED,,,J.F. BEELER,,Sonoma,,"HORSE SHOE COVE, BODEGA BAY",,,,,FALSE,kkhigh,3/15/2021 2:16,ngis based off of description,-123.069452,38.316934,169,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,23-Nov-96,,Unknown,3,,11,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-23NOV96-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Mateo,Pacifica,LINDA MAR BEACH N. END,,,,,FALSE,kkhigh,2/22/2021 3:22,ngis based off of description,-122.499797,37.602023,494,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,23-Nov-96,,Unknown,3,,11,,1996,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-Unk-23SEP18-SLP,,N,Unidentified,UNIDENTIFIED PINNIPED,,,SUE PEMBERTON,,San Mateo,Moss Beach,"Fitzgerald Marine Reserve, south  of Distillery Point",,,37.515538,-122.51261,TRUE,kkhigh,2/12/2021 17:51,,-122.51261,37.515538,20,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,23-Sep-18,Beach or Land,Advanced Decomposition,3,9/23/2018,9,,2018,FALSE,Advanced Decomposition,Unknown,Unknown,,Partial Carcass,195,cm,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,Beach Watch Data. Unidentified length of pinniped skin woht partial rear flippers attached.,FALSE,
CAS,,CAS-UNK-23SEP95-RB,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE KEHOE BEACH,,,,,FALSE,kkhigh,3/21/2021 3:06,ngis based off of description,-122.949916,38.155259,3708,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,23-Sep-95,,Unknown,3,,9,,1995,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-24APR98-RB,,,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,,PT. REYES NATIONAL SEASHORE 1/2 WAY BETWEEN NORTH BEACH & ABBOTTS LAGOON.,,,,,FALSE,kkhigh,3/22/2021 2:36,ngis based off of description,-122.967048,38.097763,2294,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,24-Apr-98,,Unknown,3,,4,,1998,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-24AUG19-SLP,,,Otariidae,UNIDENTIFIED SEA LION,,,SUE PEMBERTON,,San Mateo,Pacifica,Esplanade Beach in the intertidal zone,,,37.654121,-122.493525,TRUE,kkhigh,2/13/2021 22:19,,-122.493525,37.654121,20,,,,,,Internet/software,,,,Could Not Be Determined (CBD),FALSE,FALSE,FALSE,,,FALSE,CBD,24-Aug-19,Beach or Land,Moderate Decomposition,3,,8,24,2019,TRUE,,Unknown,Pup / Calf,,Whole Carcass,,cm,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,"In the intertidal zone, so washed out.  Id'd via photographs.  Coat is very dull and dark brown, but am unable to determine if it was a Stellar or California sea lion without an exmination.",FALSE,
CAS,,CAS-UNK-24JAN97-RB-A,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,Marin,Bolinas,BRIGHTON BEACH,,,,,FALSE,kkhigh,3/21/2021 23:47,ngis based off of description,-122.706039,37.895,2628,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,24-Jan-97,,Freshly Dead,3,,1,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
CAS,,CAS-UNK-24JAN97-RB-B,,R,Unidentified,UNIDENTIFIED PINNIPED,,,RAYMOND BANDAR,,San Francisco,San Francisco,SAN FRANCISCO BAY; WARM WATER COVE; AT THE FOOT OF 23RD ST.,,,,,FALSE,kkhigh,3/8/2021 1:45,ngis based off of description,-122.381279,37.755868,90,,,,,,,,,,No,FALSE,FALSE,FALSE,,External Examination,FALSE,UNKNOWN,24-Jan-97,,Unknown,3,,1,,1997,FALSE,,Unknown,,,No,,,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,,FALSE,,,,,,FALSE,
Regional,,CAS-UNK-24Jul99-RB,9907112,,Unidentified,UNIDENTIFIED PINNIPED,,,"R. BANDAR, CALIFORNIA ACADEMY OF SCIENCES, SAN FRANCISCO",,MARIN,,"DILLON BEACH, SOUTH END, NORTH OF SAND POINT",,,,,,kkhigh,3/27/2021 5:36,ngis based off of description,-122.971229,38.237897,946,,,,,,,,,,UNKNOWN,,,,,,,,,7/24/1999,,3,7/24/1999,7,,1999,,MODERATE DECOMPOSITION,U,UNKNOWN,,,90,IN,,N,,,,,,,,,,,TRUE,,,,,,,"ANIMAL HAD VOMITED; IN ITS THROAT WAS A HANDFUL OF FISH VERTEBRAE, SALMON AND HAKE; SHOT GUN PELLET IN THE BRAIN",,
